title,date
Brooklyn Nine-Nine: Season 6: The Bimbo,09/04/2020
Black Lightning: Season 1: LaWanda: The Book of Hope,08/04/2020
The Bling Lagosians,08/04/2020
Brooklyn Nine-Nine: Season 6: Casecation,08/04/2020
Brooklyn Nine-Nine: Season 6: The Therapist,08/04/2020
Brooklyn Nine-Nine: Season 6: Gintars,07/04/2020
The Town,07/04/2020
Brooklyn Nine-Nine: Season 6: The Golden Child,07/04/2020
"Brooklyn Nine-Nine: Season 6: He Said, She Said",07/04/2020
Brooklyn Nine-Nine: Season 6: The Honeypot,07/04/2020
Brooklyn Nine-Nine: Season 6: The Crime Scene,07/04/2020
Brooklyn Nine-Nine: Season 6: A Tale of Two Bandits,07/04/2020
Brooklyn Nine-Nine: Season 6: Four Movements,07/04/2020
Brooklyn Nine-Nine: Season 6: The Tattler,07/04/2020
Brooklyn Nine-Nine: Season 6: Hitchcock & Scully,06/04/2020
Brooklyn Nine-Nine: Season 6: Honeymoon,06/04/2020
How to Fix a Drug Scandal: Limited Series: Episode 3,06/04/2020
How to Fix a Drug Scandal: Limited Series: Episode 2,06/04/2020
How to Fix a Drug Scandal: Limited Series: Episode 1,06/04/2020
Coffee & Kareem,05/04/2020
Prison Break: Season 4: Going Under,05/04/2020
Prison Break: Season 4: Just Business,05/04/2020
Prison Break: Season 4: Deal or No Deal,05/04/2020
Caliphate: Episode 1,04/04/2020
Line of Duty: Season 3: Episode 4,03/04/2020
Line of Duty: Season 3: Episode 3,03/04/2020
Line of Duty: Season 3: Episode 2,03/04/2020
Line of Duty: Season 3: Episode 1,03/04/2020
Line of Duty: Season 2: Episode 6,03/04/2020
Line of Duty: Season 2: Episode 5,03/04/2020
Line of Duty: Season 2: Episode 4,02/04/2020
Line of Duty: Season 2: Episode 3,02/04/2020
The Devil Next Door: Limited Series: The Devil Lives in Cleveland,02/04/2020
Line of Duty: Season 2: Episode 2,02/04/2020
The Coldest Game,02/04/2020
Spenser Confidential,02/04/2020
The Gunman,02/04/2020
Shaft,01/04/2020
2 Guns,01/04/2020
Altered Carbon: Season 2: Broken Angels,31/03/2020
Line of Duty: Season 2: Episode 1,31/03/2020
Line of Duty: Episode 5,29/03/2020
Line of Duty: Episode 4,29/03/2020
Line of Duty: Episode 3,29/03/2020
Line of Duty: Episode 2,29/03/2020
Altered Carbon: Season 2: Experiment Perilous,29/03/2020
Altered Carbon: Season 2: Bury Me Dead,29/03/2020
Altered Carbon: Season 2: I Wake Up Screaming,29/03/2020
Altered Carbon: Season 2: Shadow of a Doubt,27/03/2020
Prison Break: Season 4: Selfless,26/03/2020
Prison Break: Season 4: Quiet Riot,26/03/2020
Prison Break: Season 4: The Legend,26/03/2020
Prison Break: Season 4: Greatness Achieved,26/03/2020
Prison Break: Season 4: The Price,26/03/2020
Prison Break: Season 4: Five the Hard Way,26/03/2020
Altered Carbon: Season 2: Nightmare Alley,26/03/2020
Altered Carbon: Season 2: Payment Deferred,26/03/2020
Altered Carbon: Season 2: Phantom Lady,26/03/2020
Altered Carbon: Season 1: The Killers,25/03/2020
Altered Carbon: Season 1: Rage in Heaven,25/03/2020
Altered Carbon: Season 1: Clash by Night,25/03/2020
Salt,24/03/2020
Altered Carbon: Season 1: Nora Inu,24/03/2020
Prison Break: Season 4: Blow Out,23/03/2020
Prison Break: Season 4: Safe & Sound,23/03/2020
Altered Carbon: Season 1: Man with My Face,23/03/2020
Altered Carbon: Season 1: The Wrong Man,23/03/2020
Prison Break: Season 4: Eagles & Angels,22/03/2020
Prison Break: Season 4: Shut Down,22/03/2020
Prison Break: Season 4: Breaking & Entering,22/03/2020
Green Zone,22/03/2020
Line of Duty: Episode 1,22/03/2020
Altered Carbon: Season 1: Force of Evil,22/03/2020
Prison Break: Season 4: Scylla,22/03/2020
El Chapo: Season 1: Episode 3,21/03/2020
El Chapo: Season 1: Episode 2,21/03/2020
Blockers,21/03/2020
Dirty Money: Season 2: The Man at the Top,21/03/2020
Dirty Money: Season 2: The Wagon Wheel,21/03/2020
Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series: A Credit to the Race,21/03/2020
Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series: The Walker Girl,20/03/2020
Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series: Bootstraps,20/03/2020
Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series: The Fight of the Century,20/03/2020
Dirty Money: Season 1: The Maple Syrup Heist,20/03/2020
Dirty Money: Season 1: Cartel Bank,20/03/2020
Dirty Money: Season 1: Drug Short,20/03/2020
Altered Carbon: Season 1: In a Lonely Place,18/03/2020
Altered Carbon: Season 1: Fallen Angel,18/03/2020
Prison Break: Season 3: The Art of the Deal,18/03/2020
Prison Break: Season 3: Hell or High Water,18/03/2020
Dirty Money: Season 2: Dirty Gold,18/03/2020
Dirty Money: Season 2: Slumlord Millionaire,18/03/2020
Prison Break: Season 3: Under & Out,17/03/2020
Prison Break: Season 3: Dirt Nap,17/03/2020
Prison Break: Season 3: Boxed In,17/03/2020
60 Days In: Shakedown,17/03/2020
Prison Break: Season 3: Bang and Burn,17/03/2020
"Pandemic: How to Prevent an Outbreak: Seek, Don't Hide",17/03/2020
Pandemic: How to Prevent an Outbreak: Pandemic Is Now,17/03/2020
Pandemic: How to Prevent an Outbreak: It Hunts Us,17/03/2020
How It Ends,17/03/2020
Prison Break: Season 3: Vamonos,15/03/2020
Prison Break: Season 3: Photo Finish,15/03/2020
60 Days In: Pod Drama,15/03/2020
60 Days In: Full Inmate,15/03/2020
60 Days In: Friends Without Benefits,15/03/2020
Altered Carbon: Season 1: Out of the Past,15/03/2020
Prison Break: Season 3: Interference,15/03/2020
The Prodigy,15/03/2020
Brooklyn Nine-Nine: Season 2: Chocolate Milk,14/03/2020
Lost Girls,14/03/2020
Prison Break: Season 3: Good Fences,13/03/2020
Prison Break: Season 3: Call Waiting,12/03/2020
Prison Break: Season 3: Fire / Water,12/03/2020
The Umbrella Academy: Season 1: The White Violin,12/03/2020
The Umbrella Academy: Season 1: Changes,10/03/2020
Prison Break: Season 3: Orientación,08/03/2020
Prison Break: Season 2: Sona,08/03/2020
Prison Break: Season 2: Fin del Camino,08/03/2020
Prison Break: Season 2: Panama,08/03/2020
Prison Break: Season 2: Sweet Caroline,08/03/2020
Prison Break: Season 2: Wash,08/03/2020
Prison Break: Season 2: Bad Blood,08/03/2020
The Umbrella Academy: Season 1: I Heard a Rumor,08/03/2020
Prison Break: Season 2: Chicago,08/03/2020
Prison Break: Season 2: The Message,08/03/2020
Prison Break: Season 2: John Doe,08/03/2020
Prison Break: Season 2: The Killing Box,08/03/2020
The Umbrella Academy: Season 1: The Day That Was,08/03/2020
Prison Break: Season 2: Disconnect,07/03/2020
Prison Break: Season 2: Bolshoi Booze,07/03/2020
Prison Break: Season 2: Rendezvous,07/03/2020
Prison Break: Season 2: Unearthed,07/03/2020
Love Is Blind: Season 1: The Reunion,06/03/2020
Prison Break: Season 2: Dead Fall,05/03/2020
Prison Break: Season 2: Buried,05/03/2020
Prison Break: Season 2: Subdivision,05/03/2020
Prison Break: Season 2: Map 1213,04/03/2020
Prison Break: Season 2: First Down,04/03/2020
Prison Break: Season 2: Scan,04/03/2020
Prison Break: Season 2: Otis,04/03/2020
Prison Break: Season 2: Manhunt,04/03/2020
Prison Break: Flight,04/03/2020
Prison Break: Go,03/03/2020
Prison Break: Tonight,03/03/2020
Prison Break: The Key,03/03/2020
Prison Break: Bluff,03/03/2020
Prison Break: J-Cat,03/03/2020
Prison Break: Brother's Keeper,02/03/2020
Prison Break: By the Skin and the Teeth,02/03/2020
Prison Break: The Rat,01/03/2020
Prison Break: End of the Tunnel,01/03/2020
Prison Break: Odd Man Out,01/03/2020
I Am Not Okay With This: The Party's Over,01/03/2020
I Am Not Okay With This: The Master of One F**k,01/03/2020
I Am Not Okay With This: Dear Diary...,01/03/2020
The Trials of Gabriel Fernandez: Limited Series: Evil in This Courtroom,29/02/2020
The Trials of Gabriel Fernandez: Limited Series: A Shock to the System,29/02/2020
The Magic School Bus: The Magic School Bus Inside Ralphie,29/02/2020
Prison Break: And Then There Were 7,29/02/2020
The Umbrella Academy: Season 1: The Day That Wasn't,28/02/2020
The Umbrella Academy: Season 1: Number Five,28/02/2020
The Umbrella Academy: Season 1: Man on the Moon,28/02/2020
The Umbrella Academy: Season 1: Extra Ordinary,28/02/2020
Love Is Blind: Season 1: Bachelor & Bachelorette Parties,27/02/2020
Love Is Blind: Season 1: The Weddings,27/02/2020
Public Enemies,26/02/2020
The Doll,25/02/2020
Prison Break: Sleight of Hand,24/02/2020
Prison Break: Tweener,24/02/2020
Prison Break: The Old Head,24/02/2020
"Prison Break: Riots, Drills and the Devil: Part 2",24/02/2020
"Prison Break: Riots, Drills and the Devil: Part 1",24/02/2020
"Prison Break: English, Fitz or Percy",24/02/2020
Prison Break: Cute Poison,24/02/2020
Prison Break: Cell Test,24/02/2020
Prison Break: Allen,24/02/2020
The Umbrella Academy: Season 1: Run Boy Run,23/02/2020
The Umbrella Academy: Season 1: We Only See Each Other at Weddings and Funerals,23/02/2020
Locke & Key: Season 1: Crown of Shadows,23/02/2020
12 Strong,23/02/2020
Jumanji: Welcome to the Jungle,23/02/2020
Narcos: Season 3: Going Back to Cali,23/02/2020
Narcos: Season 3: Todos Los Hombres del Presidente,23/02/2020
Locke & Key: Season 1: Echoes,23/02/2020
Babies: Part 1: First Food,23/02/2020
Babies: Part 1: Love,22/02/2020
The Last Thing He Wanted,22/02/2020
Locke & Key: Season 1: Ray of F**king Sunshine,22/02/2020
Locke & Key: Season 1: Dissection,22/02/2020
Locke & Key: Season 1: The Black Door,22/02/2020
Love Is Blind: Season 1: Countdown to I Do's,21/02/2020
Narcos: Season 3: Convivir,21/02/2020
Narcos: Season 3: Sin Salida,20/02/2020
Locke & Key: Season 1: Family Tree,20/02/2020
Love Is Blind: Season 1: Meet the Parents,20/02/2020
Love Is Blind: Season 1: Moving in Together,20/02/2020
Locke & Key: Season 1: The Keepers of the Keys,19/02/2020
Locke & Key: Season 1: Head Games,19/02/2020
Riverdale: Season 4: Chapter Seventy: The Ides of March,19/02/2020
Locke & Key: Season 1: Trapper / Keeper,18/02/2020
Locke & Key: Season 1: Welcome to Matheson,17/02/2020
Love Is Blind: Season 1: Last Night in Paradise,16/02/2020
Love Is Blind: Season 1: Couples Retreat,16/02/2020
Love Is Blind: Season 1: First Night Together,16/02/2020
Bloodline,15/02/2020
The Stranger: Limited Series: Episode 8,15/02/2020
The Stranger: Limited Series: Episode 7,15/02/2020
The Stranger: Limited Series: Episode 6,14/02/2020
The Stranger: Limited Series: Episode 5,14/02/2020
The Stranger: Limited Series: Episode 4,12/02/2020
The Stranger: Limited Series: Episode 3,12/02/2020
The Stranger: Limited Series: Episode 2,12/02/2020
Power: Season 6: Episode 15,11/02/2020
Running with the Devil,11/02/2020
Narcos: Season 3: Best Laid Plans,11/02/2020
Riverdale: Season 4: Chapter Sixty-Nine: Men of Honor,11/02/2020
Aggretsuko: Season 1: A Day in the Life of Retsuko,10/02/2020
The Pharmacist: Limited Series: Tunnel of Hope,10/02/2020
The Pharmacist: Limited Series: Dope Dealers with White Lab Coats,09/02/2020
The Pharmacist: Limited Series: A Mission from God,09/02/2020
Before I Wake,09/02/2020
Uncut Gems,09/02/2020
Riverdale: Season 4: Chapter Sixty-Eight Quiz Show,09/02/2020
Limitless,08/02/2020
Horrid Henry: Season 1: Horrid Henry's Horrid Revenge / Moody Margaret Moves In,08/02/2020
The Pharmacist: Limited Series: Justice for Danny,07/02/2020
The Stranger: Limited Series: Episode 1,07/02/2020
Riverdale: Season 4: Chapter Sixty-Seven: Varsity Blues,02/02/2020
Bad Boys,02/02/2020
Money Heist: Part 3: Astray,02/02/2020
Money Heist: Part 3: A Quick Vacation,02/02/2020
Money Heist: Part 3: Everything Seemed Insignificant,31/01/2020
"Money Heist: Part 3: Boom, Boom, Ciao",31/01/2020
Prison Break: Pilot,28/01/2020
Somewhere Between: Limited Series: For One to Live,28/01/2020
Power: Season 6: Episode 14,27/01/2020
Darkest Hour,27/01/2020
Meet the Adebanjos: Season 1: Anniversary,25/01/2020
Katt Williams: Kattpacalypse,25/01/2020
Medical Police: The Goldfinch,24/01/2020
Medical Police: Wheels Up,24/01/2020
Power: Season 6: Episode 13,24/01/2020
Power: Season 6: Episode 12,19/01/2020
The Hustle,18/01/2020
A Fall from Grace,18/01/2020
Killer Inside: The Mind of Aaron Hernandez: Limited Series: Episode 3,17/01/2020
Killer Inside: The Mind of Aaron Hernandez: Limited Series: Episode 2,17/01/2020
Orange Is the New Black: Season 7: Here's Where We Get Off,17/01/2020
Orange Is the New Black: Season 7: The Big House,16/01/2020
Orange Is the New Black: Season 7: God Bless America,16/01/2020
Orange Is the New Black: Season 7: The Thirteenth,16/01/2020
Orange Is the New Black: Season 7: The Hidey Hole,14/01/2020
Orange Is the New Black: Season 7: Baker's Dozen,13/01/2020
Patriot Act with Hasan Minhaj: Volume 5: How America Is Causing Global Obesity,12/01/2020
"Drugs, Inc.: Season 5: Cokeland",12/01/2020
Oblivion,12/01/2020
Power: Season 6: Episode 11,12/01/2020
Power: Season 6: Episode 10,12/01/2020
You: Season 2: A Fresh Start,11/01/2020
You: Season 2: Ex-istential Crisis,11/01/2020
Wonder Woman,07/01/2020
Messiah: The Wages of Sin,07/01/2020
Messiah: God Is Greater,06/01/2020
Messiah: Force Majeure,05/01/2020
Messiah: It Came to Pass as It Was Spoken,05/01/2020
Orange Is the New Black: Season 7: Me as Well,05/01/2020
Kevin Hart: Irresponsible,05/01/2020
The Terminal,05/01/2020
The Queen's Corgi,05/01/2020
Messiah: We Will Not All Sleep,04/01/2020
Messiah: So That Seeing They May Not See,04/01/2020
Messiah: Trial,04/01/2020
Orange Is the New Black: Season 7: Trapped in an Elevator,04/01/2020
Orange Is the New Black: Season 7: Minority Deport,04/01/2020
Messiah: The Finger of God,03/01/2020
Orange Is the New Black: Season 7: How to Do Life,03/01/2020
Orange Is the New Black: Season 7: Just Desserts,03/01/2020
Orange Is the New Black: Season 7: And Brown Is the New Orange,03/01/2020
Kevin Hart: Let Me Explain,02/01/2020
Kevin Hart: Laugh at My Pain,02/01/2020
Orange Is the New Black: Season 7: Beginning of the End,02/01/2020
Messiah: Tremor,02/01/2020
Virgin River: Season 1: Carry On,02/01/2020
Messiah: He That Hath an Ear,01/01/2020
Explained: Season 2: The Next Pandemic,01/01/2020
Explained: Season 2: The Future of Meat,01/01/2020
Explained: Season 2: Beauty,01/01/2020
Sniper: Ghost Shooter,01/01/2020
Unforgettable,01/01/2020
John Wick: Chapter 3 - Parabellum,31/12/2019
Inside Man,29/12/2019
The Taking of Pelham 123,29/12/2019
Downsizing,29/12/2019
The Magic School Bus: The Magic School Bus for Lunch,28/12/2019
The Magic School Bus: The Magic School Bus Gets Lost in Space,28/12/2019
Kevin Hart: Don’t F**k This Up: Bulletproof,28/12/2019
Kevin Hart: Don’t F**k This Up: What Happened in Vegas,28/12/2019
Kevin Hart: Don’t F**k This Up: Don't Be a Bitch,28/12/2019
Kevin Hart: Don’t F**k This Up: 24/Kevin,28/12/2019
Edge of Fear,28/12/2019
"You: Season 2: Love, Actually",27/12/2019
You: Season 2: P.I. Joe,27/12/2019
You: Season 2: Fear and Loathing in Beverly Hills,26/12/2019
"You: Season 2: Farewell, My Bunny",26/12/2019
"You: Season 2: Have a Good Wellkend, Joe!",26/12/2019
"You: Season 2: The Good, the Bad, & the Hendy",26/12/2019
You: Season 2: What Are Friends For?,26/12/2019
The Man Who Invented Christmas,25/12/2019
The Angel,24/12/2019
Reasonable Doubt,24/12/2019
Narcos: Season 3: MRO,24/12/2019
Riverdale: Season 4: Chapter Sixty-Six: Tangerine,23/12/2019
Riverdale: Season 4: Chapter Sixty-Five: “In Treatment”,23/12/2019
Riverdale: Season 4: Chapter Sixty-Four: “The Ice Storm”,23/12/2019
Angel of Mine,22/12/2019
Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Closing the Net,20/12/2019
Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Killing for Clicks,20/12/2019
Don't F**k with Cats: Hunting an Internet Killer: Limited Series: Cat and Mouse,20/12/2019
Riverdale: Season 4: Chapter Sixty-Three: “Hereditary”,15/12/2019
The First Temptation of Christ,15/12/2019
Braven,13/12/2019
Riverdale: Season 4: Chapter Sixty-Two: Witness for the Prosecution,13/12/2019
Riverdale: Season 4: Chapter Sixty-One: “Halloween”,13/12/2019
Riverdale: Season 4: Chapter Sixty: Dog Day Afternoon,13/12/2019
Narcos: Season 3: Checkmate,11/12/2019
Prank Encounters: Season 1: Split Party,08/12/2019
Prank Encounters: Season 1: Fright at the Museum,08/12/2019
Prank Encounters: Season 1: Storage War of the Worlds,08/12/2019
Prank Encounters: Season 1: Camp Scarecrow,08/12/2019
Prank Encounters: Season 1: Face Fears,08/12/2019
Prank Encounters: Season 1: Teddy Scare,08/12/2019
Riverdale: Season 4: Chapter Fifty-Nine: Fast Times at Riverdale High,08/12/2019
Money Heist: Part 3: It's Dolphin Time,06/12/2019
Money Heist: Part 3: 48 Meters Underground,06/12/2019
Money Heist: Part 3: Aikido,06/12/2019
The Hole in the Ground,06/12/2019
Narcos: Season 3: Follow the Money,05/12/2019
Narcos: Season 3: The Cali KGB,05/12/2019
Narcos: Season 3: The Kingpin Strategy,05/12/2019
The Stepfather,05/12/2019
The Most Hated Woman in America,05/12/2019
All the Money in the World,05/12/2019
Shaka Zulu: Episode 1,05/12/2019
Charité at War: A Difficult Birth,05/12/2019
Charité at War: Blighty Wound,05/12/2019
Einsatzgruppen: The Nazi Death Squads: 4. The Reckoning (1943-1947),05/12/2019
Einsatzgruppen: The Nazi Death Squads: 3. The Pyres (1942-1943),05/12/2019
The Photographer Of Mauthausen,04/12/2019
Hitler - A Career,03/12/2019
Narcos: Season 2: Al Fin Cayó!,03/12/2019
Narcos: Season 2: Nuestra Finca,03/12/2019
Narcos: Season 2: Exit El Patrón,03/12/2019
Defying the Nazis: The Sharps' War,03/12/2019
The Last Nazis: Children of The Master Race,02/12/2019
The Last Nazis: Most Wanted,02/12/2019
The Movies That Made Us: Season 1: Dirty Dancing,02/12/2019
"Bikram: Yogi, Guru, Predator",02/12/2019
Mythomaniac: Season 1: Episode 1,02/12/2019
Patriot Act with Hasan Minhaj: Volume 3: Why Your Internet Sucks,01/12/2019
Patriot Act with Hasan Minhaj: Volume 5: Why Billionaires Won't Save Us,01/12/2019
Broken: Makeup Mayhem,01/12/2019
Holiday Rush,29/11/2019
Awake,29/11/2019
Narcos: Season 2: Deutschland 93,28/11/2019
The Last Nazis: The Hunt For Dr Death,25/11/2019
The Crown: Season 3: Cri de Coeur,25/11/2019
Hitler's Circle of Evil: The Rise and Fall of Reinhard Heydrich,25/11/2019
Destroyer,24/11/2019
Earthquake Bird,24/11/2019
Patriot Act with Hasan Minhaj: Volume 5: The Ugly Truth of Fast Fashion,24/11/2019
Hitler's Circle of Evil: The Madness of Rudolf Hess,24/11/2019
Hitler's Circle of Evil: The Berghof Set,24/11/2019
